Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score
6943,24,Male,Undergraduate,Greece,6.4,Instagram,Yes,6.6,5,Single,4,7
6944,19,Male,High School,New Zealand,7.0,Twitter,Yes,6.5,7,Single,3,7
6945,21,Female,Graduate,Italy,6.1,YouTube,Yes,6.4,5,Single,4,8
6946,21,Male,Undergraduate,Syria,2.7,TikTok,No,8.3,8,Single,1,2
6947,22,Female,High School,Jordan,6.1,Facebook,No,7.1,7,Single,3,5
6948,21,Male,Undergraduate,Belgium,4.1,Instagram,No,7.1,8,Single,2,4
6949,24,Female,Undergraduate,Germany,2.8,TikTok,No,8.2,8,In Relationship,1,2
6950,23,Male,Undergraduate,Canada,2.5,TikTok,No,7.8,8,In Relationship,1,2
6951,19,Male,High School,Malta,3.4,Twitter,No,7.5,8,Complicated,2,4
6952,19,Female,High School,Japan,2.4,Facebook,No,8.4,8,Complicated,2,4
6953,20,Female,Graduate,Latvia,3.1,TikTok,No,7.2,9,Single,1,2
6954,20,Female,Graduate,India,3.3,YouTube,No,7.8,7,Single,2,4
6955,20,Male,Undergraduate,Sweden,4.4,Instagram,Yes,7.1,8,Complicated,3,5
6956,24,Female,Undergraduate,South Africa,3.5,Instagram,No,7.0,8,In Relationship,3,4
6957,24,Male,Undergraduate,USA,6.2,YouTube,Yes,6.9,7,Single,2,6
6958,24,Female,Graduate,Qatar,8.1,Instagram,Yes,5.5,4,Single,4,9
6959,24,Male,Undergraduate,Ireland,8.3,WhatsApp,Yes,5.2,4,Single,4,9
6960,24,Male,Undergraduate,Ukraine,2.8,WeChat,No,7.7,9,In Relationship,1,3
6961,24,Male,Graduate,UAE,4.2,Instagram,No,7.0,6,Single,2,6
6962,23,Male,High School,Norway,1.9,Instagram,No,7.9,9,Single,1,2
6963,24,Male,Undergraduate,Bulgaria,7.7,YouTube,Yes,5.5,5,Single,3,8
6964,21,Female,Graduate,UAE,6.4,Twitter,No,6.8,6,In Relationship,3,6
6965,21,Male,Undergraduate,Yemen,1.8,Twitter,No,8.4,8,Single,1,3
6966,22,Male,Undergraduate,Netherlands,3.3,Facebook,No,7.5,8,Single,2,3
6967,23,Male,Graduate,Albania,1.8,Snapchat,No,8.3,8,In Relationship,2,2
6968,20,Male,High School,Singapore,8.5,YouTube,Yes,5.3,4,Single,4,9
6969,18,Male,Undergraduate,Ecuador,8.1,Twitter,Yes,5.5,6,Single,4,9
6970,24,Male,Undergraduate,Greece,6.0,VKontakte,No,6.5,6,Complicated,2,6
6971,22,Male,Undergraduate,Liechtenstein,8.0,Facebook,Yes,5.8,5,Single,4,9
6972,18,Female,Graduate,Malta,5.7,Facebook,Yes,6.9,5,Single,4,8
6973,21,Female,Undergraduate,Austria,3.0,Facebook,No,7.7,7,Complicated,2,4
6974,22,Female,Undergraduate,Kyrgyzstan,7.8,KakaoTalk,Yes,5.5,4,Single,4,9
6975,22,Female,Undergraduate,Indonesia,2.2,Instagram,No,8.3,8,Single,1,2
6976,19,Female,Undergraduate,Uruguay,2.0,YouTube,No,9.1,7,In Relationship,1,3
6977,21,Male,Graduate,Portugal,2.2,YouTube,No,8.1,9,Single,2,3
6978,21,Male,Undergraduate,Morocco,7.1,YouTube,Yes,5.9,5,Complicated,4,8
6979,23,Female,Undergraduate,UK,7.2,Instagram,Yes,5.7,5,Complicated,4,9
6980,22,Female,Undergraduate,Trinidad,8.0,Instagram,Yes,5.5,5,Complicated,5,9
6981,24,Female,Undergraduate,Sri Lanka,7.8,YouTube,Yes,5.7,5,Single,5,9
6982,21,Female,Graduate,Tajikistan,2.0,Twitter,No,8.5,9,In Relationship,2,2
6983,22,Female,Undergraduate,Chile,5.8,WhatsApp,No,6.1,6,Single,3,6
6984,23,Female,Undergraduate,Nepal,6.0,Instagram,Yes,6.9,6,In Relationship,3,7
6985,24,Female,Graduate,Cyprus,6.0,YouTube,Yes,5.9,6,Single,3,6
6986,23,Male,Undergraduate,Andorra,7.7,TikTok,Yes,5.9,4,Single,5,9
6987,19,Female,High School,Peru,3.3,YouTube,Yes,7.5,7,Single,3,5
6988,24,Female,Undergraduate,Australia,2.8,YouTube,No,8.5,8,Single,1,2
6989,22,Female,Graduate,Lebanon,2.8,Twitter,Yes,7.8,7,Single,3,6
6990,21,Male,Graduate,Costa Rica,3.5,WhatsApp,No,7.8,8,Complicated,2,4
6991,21,Female,Undergraduate,Russia,8.0,Instagram,Yes,5.5,4,In Relationship,5,9
6992,22,Male,Graduate,Georgia,5.2,Instagram,Yes,6.4,6,In Relationship,3,7
6993,22,Female,High School,Russia,3.4,WhatsApp,No,7.0,6,In Relationship,3,6
6994,22,Female,Graduate,New Zealand,8.3,TikTok,Yes,5.2,5,Complicated,5,9
6995,20,Male,High School,Lithuania,6.5,TikTok,Yes,5.5,7,In Relationship,4,7
6996,24,Female,Undergraduate,Maldives,6.1,Twitter,Yes,5.8,6,Single,4,7
6997,21,Female,Undergraduate,Bosnia,4.9,YouTube,Yes,6.3,4,Single,3,7
6998,24,Male,Undergraduate,Egypt,5.0,Twitter,Yes,8.1,6,In Relationship,3,5
6999,23,Male,Graduate,Nigeria,8.0,WhatsApp,Yes,5.1,6,Complicated,4,8
7000,21,Male,Undergraduate,Jamaica,7.0,Instagram,Yes,5.7,5,Single,5,9
7001,20,Female,Undergraduate,Sweden,5.1,TikTok,No,7.1,6,Complicated,2,5
7002,22,Male,Graduate,Austria,7.9,YouTube,Yes,5.3,5,Single,4,8
7003,19,Female,Graduate,Canada,4.8,KakaoTalk,No,7.6,9,Single,2,3
7004,22,Male,Undergraduate,Jordan,6.4,Instagram,No,6.2,8,Single,4,6
7005,22,Male,Graduate,Argentina,3.1,YouTube,No,7.5,9,Single,2,4
7006,20,Male,Undergraduate,Bahamas,8.3,Instagram,Yes,5.5,5,Single,3,9
7007,24,Male,Undergraduate,Panama,3.3,Instagram,No,8.4,8,In Relationship,2,3
7008,21,Female,Undergraduate,Ecuador,8.5,WhatsApp,Yes,5.7,4,Single,5,9
7009,22,Female,Undergraduate,Albania,6.2,Instagram,Yes,5.4,5,Single,4,7
7010,21,Male,Undergraduate,Sweden,1.6,Twitter,No,9.6,8,In Relationship,1,2
7011,18,Male,Graduate,Iraq,5.2,WhatsApp,No,6.2,7,Single,3,6
7012,23,Female,Undergraduate,Oman,3.9,TikTok,No,7.7,7,In Relationship,3,6
7013,24,Male,Undergraduate,Lebanon,4.1,TikTok,No,6.6,7,Complicated,2,5
7014,21,Male,Graduate,Malaysia,3.9,TikTok,No,7.0,9,Single,2,3
7015,19,Male,High School,Albania,3.2,Twitter,Yes,8.2,6,In Relationship,3,5
7016,23,Female,Undergraduate,Indonesia,4.4,Instagram,No,7.3,6,In Relationship,3,6
7017,19,Male,Graduate,Greece,5.2,Twitter,No,6.3,8,Complicated,2,4
7018,22,Female,Graduate,China,3.0,Instagram,No,7.5,8,Complicated,2,4
7019,23,Female,Undergraduate,Serbia,7.7,TikTok,Yes,5.4,5,Single,4,7
7020,21,Male,Undergraduate,Poland,6.0,Instagram,Yes,6.3,5,In Relationship,3,7
7021,23,Male,Undergraduate,Thailand,6.7,YouTube,Yes,5.5,5,In Relationship,4,6
7022,22,Female,Undergraduate,Argentina,8.1,Snapchat,Yes,5.3,5,Single,4,9
7023,20,Female,Undergraduate,Singapore,3.6,Instagram,Yes,7.4,7,In Relationship,2,5
7024,24,Female,Undergraduate,Israel,5.1,Snapchat,No,7.7,7,Single,4,6
7025,19,Male,Graduate,Costa Rica,6.8,Instagram,Yes,6.4,5,Single,5,9
7026,22,Male,Undergraduate,Slovakia,3.6,TikTok,No,6.8,6,Single,2,5
7027,20,Female,Undergraduate,Maldives,2.1,LINE,No,8.0,9,Single,2,3
7028,23,Male,Undergraduate,Russia,1.8,Facebook,No,8.9,9,In Relationship,1,2
7029,23,Female,Graduate,Vatican City,4.6,TikTok,No,7.1,7,Single,3,5
7030,22,Male,Undergraduate,Serbia,4.1,LinkedIn,No,7.9,8,Single,2,3
7031,21,Female,Graduate,Malta,5.5,Instagram,Yes,7.1,6,Complicated,3,6
7032,23,Male,Undergraduate,Uzbekistan,6.2,Instagram,No,6.5,9,Single,3,6
7033,21,Female,High School,Colombia,7.1,LinkedIn,Yes,5.4,6,In Relationship,3,7
7034,21,Female,Undergraduate,USA,2.3,YouTube,No,8.4,8,Single,3,4
7035,24,Male,Undergraduate,Hungary,4.8,TikTok,No,7.6,8,Single,2,4
7036,21,Male,Graduate,Costa Rica,5.6,Instagram,Yes,6.6,5,Single,4,7
7037,18,Female,Graduate,Vietnam,3.9,TikTok,No,7.8,9,In Relationship,1,3
7038,24,Female,Undergraduate,Venezuela,5.8,TikTok,Yes,6.8,7,In Relationship,4,7
7039,20,Female,Undergraduate,Japan,8.0,Instagram,Yes,6.1,6,In Relationship,4,9
7040,20,Male,Graduate,New Zealand,6.0,YouTube,Yes,6.0,6,In Relationship,4,7
7041,23,Female,High School,Azerbaijan,7.1,Instagram,Yes,6.7,6,Complicated,4,7
7042,23,Male,Graduate,Peru,4.7,KakaoTalk,Yes,7.6,6,Single,4,7
7043,21,Male,Undergraduate,Vietnam,5.2,WeChat,Yes,6.7,6,Single,4,7
7044,24,Male,Graduate,Czech Republic,7.7,Instagram,Yes,5.0,6,In Relationship,4,8
7045,24,Male,Undergraduate,Jordan,7.2,Instagram,Yes,4.6,6,Single,4,8
7046,18,Male,Undergraduate,Slovakia,2.9,YouTube,No,7.5,8,In Relationship,2,4
7047,21,Female,Undergraduate,Kosovo,8.2,WeChat,Yes,4.5,7,Complicated,4,7
7048,18,Male,Undergraduate,Chile,4.0,TikTok,No,7.6,8,Single,2,3
7049,21,Male,Undergraduate,Nigeria,4.0,TikTok,No,7.3,7,In Relationship,3,5
7050,19,Male,Undergraduate,Estonia,5.7,WhatsApp,Yes,6.8,5,Single,4,8
7051,19,Female,High School,Finland,1.7,TikTok,No,8.3,9,Single,2,2
7052,22,Male,High School,Indonesia,7.5,Snapchat,Yes,5.3,6,Single,2,5
7053,21,Male,Graduate,New Zealand,8.3,TikTok,Yes,6.0,4,Complicated,4,8
7054,24,Male,Undergraduate,Lebanon,6.9,Facebook,Yes,5.9,5,Complicated,4,8
7055,23,Male,Undergraduate,Bulgaria,4.0,VKontakte,No,7.5,7,In Relationship,3,4
7056,20,Male,Graduate,Slovenia,4.2,Facebook,No,6.9,8,In Relationship,2,4
7057,22,Male,Undergraduate,Tajikistan,6.1,WeChat,Yes,5.5,4,Complicated,5,8
7058,23,Male,Undergraduate,Kyrgyzstan,1.8,LinkedIn,No,8.5,9,Single,2,2
7059,19,Male,Graduate,Ecuador,2.3,Instagram,No,8.6,8,In Relationship,1,2
7060,21,Male,Graduate,Turkey,6.4,Instagram,Yes,6.9,6,In Relationship,3,7
7061,22,Female,Undergraduate,Croatia,5.3,Instagram,No,7.1,6,Single,2,5
7062,21,Female,High School,Pakistan,1.9,Instagram,No,9.0,8,Complicated,2,2
7063,19,Female,Undergraduate,Uruguay,4.4,Instagram,Yes,6.8,7,Single,3,5
7064,22,Female,High School,Denmark,3.8,TikTok,No,7.7,8,In Relationship,2,4
7065,19,Female,Undergraduate,Kuwait,7.1,WeChat,Yes,6.0,6,Complicated,5,8
7066,18,Male,Graduate,Lithuania,2.3,YouTube,No,8.7,9,In Relationship,2,4
7067,19,Male,Undergraduate,Venezuela,2.0,LinkedIn,No,8.9,9,Complicated,2,2
7068,24,Female,High School,Iceland,1.8,TikTok,No,9.0,8,Complicated,1,2
7069,24,Male,Undergraduate,Slovakia,4.0,Instagram,No,7.9,7,Complicated,2,4
7070,21,Female,High School,Hungary,8.0,TikTok,Yes,6.6,4,In Relationship,4,9
7071,20,Female,Undergraduate,Moldova,2.9,Twitter,No,7.8,9,Complicated,2,3
7072,19,Female,High School,Italy,3.8,YouTube,No,7.2,6,Single,3,6
7073,23,Male,Undergraduate,Andorra,5.1,TikTok,Yes,6.9,6,Single,3,7
7074,24,Female,Graduate,Croatia,3.2,LINE,No,7.8,7,In Relationship,2,4
7075,20,Male,Graduate,Chile,7.7,Twitter,Yes,5.6,7,Complicated,3,7
7076,18,Female,Undergraduate,UK,2.7,YouTube,No,8.3,8,Single,2,2
7077,22,Male,High School,Bangladesh,5.1,Instagram,Yes,6.7,7,Single,3,6
7078,22,Male,Graduate,Argentina,4.7,Snapchat,No,7.5,6,Complicated,2,5
7079,24,Female,Undergraduate,Denmark,1.6,YouTube,No,8.3,8,Complicated,2,2
7080,20,Male,High School,Trinidad,5.0,Instagram,No,7.3,5,Single,2,6
7081,24,Male,Undergraduate,Latvia,8.5,Snapchat,Yes,4.7,4,Single,5,9
7082,22,Male,Graduate,Trinidad,8.3,Instagram,Yes,5.1,4,Single,5,9
7083,19,Male,Graduate,Hungary,7.2,TikTok,Yes,5.7,4,Single,4,8
7084,20,Female,Undergraduate,Japan,2.2,KakaoTalk,No,7.8,9,Complicated,1,3
7085,21,Male,Undergraduate,Vatican City,8.1,Instagram,Yes,5.7,5,In Relationship,4,8
7086,19,Male,Graduate,Panama,8.1,Twitter,Yes,6.0,4,Single,4,8
7087,19,Female,Undergraduate,Slovenia,4.7,TikTok,Yes,7.0,6,Single,3,6
7088,19,Male,Undergraduate,Israel,5.4,YouTube,Yes,6.6,7,Complicated,3,6
7089,21,Female,Undergraduate,Mexico,1.5,YouTube,No,9.3,9,In Relationship,2,2
7090,18,Male,Undergraduate,Switzerland,5.9,LINE,No,6.6,7,In Relationship,1,5
7091,23,Male,Graduate,Kazakhstan,5.5,VKontakte,No,6.8,7,Single,3,6
7092,24,Male,High School,Peru,2.0,TikTok,No,8.3,7,In Relationship,1,2
7093,22,Male,Undergraduate,South Korea,5.9,VKontakte,Yes,6.0,4,In Relationship,4,8
7094,24,Female,Graduate,Singapore,7.1,TikTok,Yes,5.8,4,Single,4,8
7095,20,Male,Graduate,South Korea,7.0,Snapchat,Yes,5.6,6,Complicated,4,7
7096,18,Female,Undergraduate,Sri Lanka,3.6,YouTube,No,8.1,8,Single,3,5
7097,20,Female,Graduate,Iceland,1.9,Snapchat,No,8.8,8,Single,1,2
7098,24,Male,Graduate,Poland,2.1,YouTube,No,8.4,9,Single,2,2
7099,22,Female,Undergraduate,Morocco,2.0,Snapchat,No,8.5,9,Single,1,2
7100,21,Male,Graduate,Bahrain,8.2,YouTube,Yes,4.7,4,Complicated,4,9
7101,24,Female,Undergraduate,Germany,5.1,Instagram,No,7.2,9,In Relationship,2,4
7102,19,Male,Undergraduate,Bulgaria,2.8,Snapchat,No,8.1,8,In Relationship,2,4
7103,24,Male,High School,Belgium,5.8,Facebook,No,6.7,5,In Relationship,2,6
7104,19,Female,Graduate,Germany,2.5,Snapchat,No,8.7,9,Complicated,1,2
7105,21,Female,Undergraduate,Finland,1.8,Instagram,No,8.7,9,Single,1,2
7106,24,Female,Graduate,Bangladesh,4.1,Facebook,Yes,8.4,5,In Relationship,3,6
7107,18,Male,Graduate,Czech Republic,7.6,Snapchat,Yes,5.4,4,Single,4,9
7108,18,Female,Undergraduate,Indonesia,5.0,TikTok,Yes,7.0,6,Single,3,5
7109,20,Female,Undergraduate,Greece,4.7,WhatsApp,No,7.2,9,In Relationship,3,5
7110,21,Male,Undergraduate,Ghana,3.0,Facebook,No,8.0,9,Single,2,3
7111,18,Male,Graduate,Pakistan,7.7,Instagram,Yes,6.0,4,Single,5,9
7112,24,Female,Graduate,Portugal,4.0,Facebook,No,6.8,6,Single,2,5
7113,21,Female,Graduate,Pakistan,8.3,Instagram,Yes,4.0,6,Single,4,8
7114,22,Female,High School,Brazil,3.2,Instagram,No,8.1,8,Single,2,4
7115,19,Male,Undergraduate,Thailand,8.4,TikTok,Yes,5.1,4,Single,4,9
7116,24,Female,Undergraduate,Kyrgyzstan,4.0,TikTok,No,7.1,8,Single,2,4
7117,19,Male,High School,Kosovo,8.5,LinkedIn,Yes,5.8,5,Single,4,9
7118,19,Female,Graduate,Japan,5.8,TikTok,Yes,6.5,5,Single,4,7
7119,21,Female,Graduate,San Marino,4.7,Snapchat,Yes,7.1,5,Single,3,5
7120,21,Male,Undergraduate,Bangladesh,3.7,Twitter,No,8.3,9,In Relationship,2,2
7121,20,Female,Undergraduate,Netherlands,2.6,YouTube,No,8.1,8,Single,1,2
7122,19,Male,Undergraduate,Israel,4.8,Facebook,No,7.3,6,Single,2,5
7123,20,Male,Graduate,Thailand,1.6,WhatsApp,No,9.1,9,Single,1,2
7124,19,Male,Undergraduate,Finland,3.7,Instagram,No,7.0,8,Single,1,3
7125,20,Female,Undergraduate,Nepal,7.6,TikTok,Yes,6.2,4,Single,5,9
7126,20,Male,Undergraduate,Maldives,4.2,Twitter,Yes,7.3,7,In Relationship,3,5
7127,22,Male,Graduate,Jordan,3.6,Facebook,No,7.2,8,Single,2,4
7128,20,Male,High School,Jamaica,8.2,TikTok,Yes,4.6,5,In Relationship,5,9
7129,21,Female,Undergraduate,Liechtenstein,4.4,YouTube,No,6.9,8,Single,3,4
7130,20,Male,Undergraduate,Kyrgyzstan,7.3,Instagram,Yes,5.0,5,Single,4,8
7131,19,Female,Undergraduate,Iraq,7.4,YouTube,Yes,6.0,5,Complicated,5,9
7132,20,Female,Undergraduate,Estonia,6.0,TikTok,Yes,7.2,6,Single,2,7
7133,18,Male,Graduate,Armenia,6.5,Snapchat,Yes,5.9,6,In Relationship,4,8
7134,23,Female,Undergraduate,San Marino,2.1,TikTok,No,9.3,8,In Relationship,1,3
7135,19,Male,Graduate,Yemen,2.2,Instagram,No,9.4,8,Single,2,3
7136,18,Male,High School,USA,2.3,Instagram,No,9.1,7,Single,1,2
7137,19,Male,Graduate,Tajikistan,5.7,TikTok,No,6.2,6,Single,3,6
7138,21,Female,Undergraduate,Kenya,2.9,TikTok,No,7.2,8,Complicated,1,2
7139,23,Female,Undergraduate,Kuwait,7.6,Facebook,Yes,6.3,5,Single,3,8
7140,23,Female,Undergraduate,Vatican City,5.1,Twitter,Yes,7.0,7,In Relationship,3,5
7141,21,Female,Undergraduate,Morocco,5.1,Snapchat,Yes,7.5,8,In Relationship,2,5
7142,23,Female,Undergraduate,Jamaica,6.4,YouTube,Yes,5.8,6,Single,4,8
7143,21,Male,Undergraduate,Estonia,6.5,TikTok,Yes,5.9,5,In Relationship,4,7
7144,18,Male,Graduate,New Zealand,7.6,Twitter,Yes,6.0,4,In Relationship,4,9
7145,22,Male,Undergraduate,Bahrain,4.3,TikTok,Yes,7.9,6,Single,3,7
7146,19,Female,Undergraduate,North Macedonia,3.1,TikTok,No,8.8,9,Complicated,2,2
7147,21,Male,High School,Norway,7.1,YouTube,Yes,5.9,6,Single,4,8
7148,19,Female,Undergraduate,Jamaica,5.5,Snapchat,Yes,6.8,6,Single,3,7
7149,18,Female,Graduate,Estonia,8.2,Twitter,Yes,5.7,6,Single,4,8
7150,22,Female,Graduate,Indonesia,1.7,Snapchat,No,9.3,9,Single,1,2
7151,18,Male,Undergraduate,Venezuela,2.7,Instagram,No,8.5,7,In Relationship,2,3
7152,23,Male,Undergraduate,Slovenia,8.1,TikTok,Yes,5.4,5,Single,4,9
7153,19,Male,Undergraduate,Malaysia,4.9,TikTok,No,7.0,7,Single,2,5
7154,24,Female,Graduate,Poland,6.2,Instagram,Yes,6.6,6,Single,4,7
7155,22,Male,Undergraduate,Latvia,5.9,YouTube,Yes,7.5,7,Complicated,2,5
7156,23,Female,Undergraduate,Moldova,3.3,Instagram,No,8.1,9,In Relationship,2,2
7157,22,Female,High School,Morocco,5.3,Facebook,No,6.1,7,In Relationship,4,6
7158,23,Male,Undergraduate,Kyrgyzstan,4.6,Facebook,No,7.3,7,Single,4,6
7159,18,Male,Undergraduate,Bahamas,2.4,Instagram,No,8.7,8,Single,2,3
7160,21,Female,Graduate,Netherlands,5.1,Instagram,No,6.7,8,In Relationship,2,6
7161,19,Female,Undergraduate,Costa Rica,1.7,Instagram,No,9.1,9,Single,1,2
7162,20,Female,Undergraduate,Indonesia,5.1,Twitter,No,6.3,7,Single,3,6
7163,20,Male,High School,South Korea,5.7,Snapchat,Yes,6.4,7,In Relationship,3,7
7164,18,Male,Graduate,France,2.3,YouTube,No,8.2,9,Single,1,2
7165,19,Male,Graduate,Hong Kong,3.8,YouTube,No,8.3,7,Single,2,4
7166,19,Female,Undergraduate,Iraq,4.2,YouTube,Yes,7.2,7,Single,3,6
7167,18,Male,Graduate,Finland,1.7,YouTube,No,9.5,9,Single,1,2
7168,19,Female,Undergraduate,Hong Kong,2.1,WhatsApp,No,8.0,8,In Relationship,1,2
7169,21,Male,Graduate,New Zealand,6.1,LINE,Yes,6.9,4,Single,5,9
7170,18,Female,Undergraduate,Mexico,6.2,Instagram,Yes,6.1,6,Complicated,4,7
7171,21,Male,Undergraduate,Serbia,3.7,TikTok,No,7.3,6,In Relationship,2,5
7172,19,Male,Graduate,Trinidad,5.4,Snapchat,No,7.3,5,Single,3,6
7173,18,Female,Graduate,Belgium,7.4,WhatsApp,Yes,5.9,4,Single,5,9
7174,19,Male,Undergraduate,Jamaica,3.7,Instagram,No,7.9,8,In Relationship,0,2
7175,18,Male,Graduate,South Africa,6.8,YouTube,Yes,5.7,6,In Relationship,5,7
7176,19,Female,Undergraduate,Azerbaijan,8.2,VKontakte,Yes,5.3,4,In Relationship,5,9
7177,21,Female,Graduate,Maldives,6.4,TikTok,Yes,5.4,6,Complicated,4,7
7178,24,Male,High School,Bosnia,8.0,TikTok,Yes,5.1,4,Single,4,9
7179,21,Female,High School,Vatican City,5.7,Instagram,Yes,7.5,5,Single,2,5
7180,19,Male,Graduate,New Zealand,4.5,TikTok,No,7.2,9,In Relationship,2,5
7181,18,Male,Graduate,India,7.2,WhatsApp,Yes,5.9,4,In Relationship,5,8
7182,20,Male,Undergraduate,Nigeria,5.2,Snapchat,Yes,7.0,6,Single,3,8
7183,21,Female,Undergraduate,Montenegro,5.8,Twitter,No,7.3,7,Single,4,5
7184,21,Female,Undergraduate,Bolivia,6.4,WhatsApp,No,6.4,6,Single,3,6
7185,23,Male,Graduate,Netherlands,3.4,Instagram,No,8.6,9,Single,2,3
7186,20,Male,Graduate,Belarus,3.6,WeChat,No,8.0,8,In Relationship,2,5
7187,19,Male,Undergraduate,Venezuela,3.4,TikTok,No,8.3,7,Single,2,4
7188,24,Male,Undergraduate,Ghana,8.0,Twitter,Yes,6.1,5,Single,3,7
7189,18,Female,Graduate,Kazakhstan,3.3,Instagram,No,7.4,7,In Relationship,1,4
7190,23,Male,Graduate,Portugal,1.8,LinkedIn,No,9.1,9,Complicated,0,2
7191,19,Male,Undergraduate,Mexico,4.0,YouTube,No,8.2,8,In Relationship,3,4
7192,22,Male,Undergraduate,Belarus,8.1,WhatsApp,Yes,5.9,4,Complicated,5,9
7193,24,Male,Undergraduate,Afghanistan,2.7,WhatsApp,No,8.5,7,Single,3,5
7194,21,Male,Undergraduate,Malta,2.8,LINE,No,7.9,9,Complicated,1,4
7195,22,Female,Undergraduate,Jordan,4.3,Twitter,No,6.8,8,Single,2,4
7196,21,Male,Undergraduate,Qatar,2.8,Snapchat,No,7.8,9,In Relationship,1,2
7197,21,Male,High School,Uruguay,2.3,LinkedIn,No,8.9,9,In Relationship,1,2
7198,22,Male,Undergraduate,New Zealand,4.4,VKontakte,Yes,6.7,8,Single,3,5
7199,24,Female,Undergraduate,Syria,5.6,TikTok,No,6.7,6,Single,3,6
7200,22,Male,Undergraduate,Ghana,2.7,Twitter,No,7.8,8,In Relationship,2,4
7201,19,Male,Undergraduate,Sri Lanka,7.9,LINE,Yes,6.6,5,Single,4,8
7202,23,Male,High School,Andorra,3.3,YouTube,No,8.0,8,Single,2,5
7203,23,Male,Graduate,Switzerland,2.6,YouTube,No,7.6,8,Single,1,3
7204,22,Male,Undergraduate,Monaco,6.9,YouTube,Yes,5.9,5,Single,4,8
7205,19,Male,High School,Argentina,3.1,VKontakte,No,8.4,6,Single,1,4
7206,23,Male,Undergraduate,Belarus,6.8,Instagram,Yes,6.2,5,Single,4,7
7207,19,Male,Undergraduate,Colombia,6.2,Instagram,No,6.5,6,Single,3,6
7208,19,Male,Undergraduate,Spain,4.6,Instagram,No,7.3,7,Single,2,4
7209,21,Female,High School,Syria,6.2,YouTube,No,6.9,8,Single,2,5
7210,23,Female,Undergraduate,Jordan,8.4,Instagram,Yes,4.5,4,In Relationship,4,9
7211,23,Male,High School,Jordan,5.1,Instagram,Yes,7.6,8,In Relationship,2,5
7212,21,Female,Undergraduate,UK,6.8,YouTube,Yes,6.8,6,Single,4,8
7213,22,Female,High School,Uzbekistan,3.3,Twitter,No,8.1,8,Complicated,3,6
7214,21,Female,Undergraduate,Belgium,8.4,YouTube,Yes,5.4,5,Single,4,9
7215,23,Female,Undergraduate,Iraq,5.8,YouTube,No,7.2,7,Single,2,6
7216,23,Female,Undergraduate,Cyprus,4.3,Twitter,No,6.6,8,Single,2,4
7217,24,Female,Graduate,Ghana,5.4,KakaoTalk,Yes,6.4,7,Single,3,7
7218,22,Male,Undergraduate,Maldives,4.7,YouTube,Yes,6.5,5,Single,4,7
7219,21,Male,High School,Monaco,1.5,YouTube,No,8.8,7,Single,1,3
7220,18,Male,High School,Israel,6.7,KakaoTalk,Yes,5.5,4,In Relationship,4,8
7221,18,Male,Undergraduate,Nigeria,2.6,WhatsApp,No,8.2,7,Single,2,5
7222,22,Male,High School,UAE,4.5,Snapchat,Yes,7.4,6,Single,3,7
7223,21,Male,Undergraduate,China,3.3,YouTube,No,8.2,7,Single,2,5
7224,21,Male,Graduate,Monaco,4.1,YouTube,Yes,7.7,7,Complicated,3,6
7225,19,Female,Undergraduate,Kuwait,7.6,TikTok,Yes,5.9,6,Complicated,3,7
7226,23,Male,Graduate,Kyrgyzstan,7.3,Instagram,Yes,5.6,4,In Relationship,5,9
7227,20,Female,High School,South Korea,8.3,Snapchat,Yes,4.8,6,In Relationship,5,8
7228,24,Female,Undergraduate,Azerbaijan,2.0,LINE,No,9.6,7,Single,1,3
7229,22,Female,Undergraduate,Armenia,6.5,TikTok,Yes,6.6,4,Complicated,5,8
7230,20,Male,Undergraduate,Liechtenstein,3.3,KakaoTalk,No,8.0,7,In Relationship,2,4
7231,20,Female,Undergraduate,Taiwan,5.2,LinkedIn,Yes,6.9,7,Single,2,5
7232,22,Male,Undergraduate,Kyrgyzstan,8.3,VKontakte,Yes,5.2,6,Single,5,9
7233,21,Male,Undergraduate,Nigeria,6.0,LINE,Yes,6.6,6,In Relationship,3,7
7234,22,Female,Graduate,Israel,8.2,Instagram,Yes,5.8,4,Complicated,5,9
7235,20,Male,Graduate,Hong Kong,4.3,Twitter,Yes,7.2,7,Single,3,5
7236,23,Female,Undergraduate,Kuwait,5.9,Facebook,Yes,5.9,7,In Relationship,3,7
7237,24,Male,Undergraduate,Canada,2.8,Snapchat,No,8.3,9,In Relationship,2,3
7238,24,Female,Undergraduate,UAE,7.1,KakaoTalk,Yes,6.3,6,Single,4,8
7239,23,Male,Graduate,France,7.4,Snapchat,Yes,4.9,5,Single,4,9
7240,23,Female,Undergraduate,Morocco,2.4,Instagram,No,8.7,8,In Relationship,2,3
7241,21,Male,Undergraduate,Bahamas,2.6,Instagram,Yes,8.5,7,Single,2,5
7242,18,Female,Undergraduate,Bolivia,1.5,Facebook,No,9.0,9,In Relationship,1,2
7243,22,Male,Undergraduate,Cyprus,7.6,TikTok,Yes,6.3,6,Single,5,8
7244,24,Female,Undergraduate,Estonia,7.1,LINE,Yes,6.1,4,In Relationship,5,9
7245,23,Female,Undergraduate,Vietnam,2.0,LinkedIn,No,8.2,8,Single,2,3
