Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score
6965,19,Male,Undergraduate,Canada,2.8,Twitter,No,8.6,8,In Relationship,1,4
6966,21,Male,Graduate,Mexico,3.3,WhatsApp,Yes,8.5,8,In Relationship,1,3
6967,22,Female,Graduate,Russia,4.8,TikTok,No,6.3,7,In Relationship,2,5
6968,22,Male,Graduate,Italy,5.9,Twitter,No,5.3,5,Single,4,7
6969,21,Female,Graduate,India,4.3,KakaoTalk,No,7.5,8,In Relationship,1,4
6970,21,Male,Graduate,Poland,4.4,Instagram,Yes,6.2,6,Single,3,7
6971,21,Male,Undergraduate,USA,4.7,Facebook,No,6.4,7,Single,3,5
6972,19,Male,Graduate,Netherlands,6.8,Instagram,Yes,5.0,5,Single,4,9
6973,22,Male,Graduate,India,3.1,Instagram,No,8.0,7,Single,2,5
6974,22,Female,Undergraduate,India,5.0,Instagram,Yes,6.4,6,In Relationship,3,7
6975,20,Male,Undergraduate,Indonesia,4.2,Instagram,No,6.4,6,Single,3,7
6976,19,Male,Undergraduate,Bangladesh,6.9,TikTok,Yes,5.5,5,Single,4,8
6977,19,Female,Undergraduate,USA,5.4,WhatsApp,Yes,6.3,6,Single,3,7
6978,20,Male,Graduate,Denmark,5.3,TikTok,Yes,6.1,5,Single,4,8
6979,19,Female,Undergraduate,South Korea,4.2,TikTok,Yes,8.0,7,In Relationship,3,6
6980,21,Male,Undergraduate,India,3.7,Instagram,No,6.8,8,Single,1,4
6981,24,Female,Graduate,Australia,5.8,Facebook,Yes,6.1,4,Single,4,8
6982,22,Male,Undergraduate,UK,6.8,Instagram,No,5.1,6,In Relationship,4,8
6983,24,Male,Graduate,Bangladesh,5.9,Instagram,No,5.8,7,Single,2,6
6984,19,Male,Graduate,France,5.6,Facebook,Yes,6.5,5,In Relationship,3,8
6985,22,Male,Undergraduate,Spain,4.8,Instagram,Yes,7.3,6,In Relationship,2,6
6986,22,Male,Graduate,Finland,3.4,LINE,No,8.5,8,Complicated,1,4
6987,19,Female,Graduate,France,3.5,Instagram,Yes,8.4,8,Single,3,5
6988,22,Female,Undergraduate,Spain,5.6,WhatsApp,Yes,6.8,6,Single,4,7
6989,22,Female,Graduate,Switzerland,4.4,Instagram,No,6.5,7,Single,3,7
6990,21,Female,Undergraduate,France,3.8,Facebook,Yes,8.9,7,Single,2,4
6991,19,Female,Undergraduate,Maldives,4.1,Instagram,Yes,7.9,7,Single,2,5
6992,19,Female,Graduate,Switzerland,4.5,TikTok,Yes,6.0,7,Single,2,6
6993,19,Male,Graduate,Malaysia,4.8,TikTok,No,8.0,6,In Relationship,3,6
6994,19,Female,Graduate,Ireland,2.5,TikTok,No,8.5,8,Single,1,3
6995,24,Male,Graduate,Nepal,4.6,WhatsApp,No,7.8,7,Single,3,6
6996,18,Male,Graduate,Switzerland,5.8,Instagram,Yes,6.5,6,Single,3,7
6997,19,Male,Undergraduate,Finland,5.2,Instagram,Yes,6.8,6,Single,2,7
6998,22,Male,Undergraduate,South Korea,5.3,Instagram,Yes,6.0,5,In Relationship,3,7
6999,22,Female,Graduate,Nepal,5.5,Instagram,Yes,6.8,6,Single,4,7
7000,20,Male,Graduate,Cyprus,4.5,Instagram,No,8.1,8,Single,2,5
7001,20,Male,Undergraduate,Japan,4.7,Facebook,Yes,5.6,6,Single,3,7
7002,23,Male,Undergraduate,Poland,5.7,Instagram,No,6.1,6,Single,3,6
7003,22,Male,Graduate,Indonesia,4.8,Facebook,Yes,8.0,5,In Relationship,4,7
7004,19,Female,Undergraduate,Australia,6.8,TikTok,No,5.2,7,Single,3,7
7005,19,Male,Graduate,Ireland,4.6,Facebook,Yes,7.1,8,Single,3,5
7006,19,Male,Undergraduate,France,4.8,WhatsApp,Yes,7.3,6,Single,2,7
7007,20,Male,Graduate,Malaysia,5.6,Twitter,Yes,7.0,5,Single,4,8
7008,22,Female,Graduate,India,5.9,VKontakte,Yes,6.4,5,Single,3,7
7009,20,Male,Undergraduate,India,6.8,TikTok,Yes,4.9,4,Single,4,9
7010,21,Female,Undergraduate,Spain,3.6,Instagram,Yes,8.3,7,Single,3,6
7011,22,Male,Undergraduate,USA,4.9,LINE,Yes,8.1,5,Single,3,7
7012,20,Female,Undergraduate,France,3.9,Facebook,Yes,7.4,6,In Relationship,3,7
7013,22,Male,Undergraduate,Finland,3.9,VKontakte,Yes,6.8,7,Single,2,5
7014,19,Female,Graduate,Russia,4.9,TikTok,Yes,6.7,5,In Relationship,3,7
7015,20,Female,Undergraduate,China,4.7,TikTok,No,8.2,6,In Relationship,3,6
7016,21,Male,Graduate,Italy,4.3,Instagram,No,7.9,8,Single,2,4
7017,21,Female,Graduate,Italy,7.1,WeChat,Yes,4.6,5,Single,3,9
7018,19,Female,Undergraduate,Uruguay,6.4,Facebook,Yes,6.2,5,Single,3,8
7019,20,Female,Undergraduate,Australia,6.3,Instagram,Yes,5.4,5,In Relationship,4,9
7020,23,Male,Graduate,India,5.3,Snapchat,Yes,5.8,6,Single,3,7
7021,22,Female,Undergraduate,Kenya,5.9,Instagram,Yes,6.8,5,In Relationship,5,9
7022,20,Male,Graduate,Canada,3.3,TikTok,No,8.6,7,In Relationship,2,4
7023,21,Male,Undergraduate,Canada,5.5,Instagram,Yes,6.5,5,Complicated,3,8
7024,20,Male,Undergraduate,Israel,4.9,Twitter,No,6.8,6,In Relationship,2,6
7025,21,Male,Graduate,Mexico,4.8,Facebook,Yes,7.5,7,In Relationship,2,4
7026,20,Female,High School,Bulgaria,5.6,Instagram,Yes,6.5,6,Single,4,8
7027,22,Female,Graduate,South Korea,5.2,Instagram,Yes,5.7,6,Single,3,7
7028,20,Female,Undergraduate,UK,4.9,Instagram,No,7.8,7,Single,3,5
7029,22,Female,Graduate,Spain,4.2,TikTok,Yes,7.0,6,In Relationship,3,7
7030,21,Male,Undergraduate,France,8.3,LINE,Yes,5.2,4,In Relationship,4,9
7031,19,Male,Graduate,Maldives,5.7,Instagram,No,7.5,6,In Relationship,3,6
7032,18,Female,Graduate,Albania,4.5,Facebook,Yes,6.5,6,In Relationship,2,7
7033,22,Male,Undergraduate,Ireland,3.3,WhatsApp,No,8.4,7,In Relationship,2,6
7034,21,Male,Undergraduate,France,6.1,Instagram,No,6.6,6,Single,2,6
7035,20,Male,Undergraduate,Spain,5.8,Instagram,Yes,7.7,5,Single,3,8
7036,19,Male,Undergraduate,France,5.0,Instagram,Yes,5.7,6,Single,2,7
7037,20,Male,Graduate,Qatar,4.1,Instagram,Yes,5.6,7,Single,1,5
7038,21,Male,Undergraduate,Australia,7.4,Facebook,Yes,5.5,5,Single,4,9
7039,22,Female,Graduate,UK,3.1,Instagram,Yes,8.5,8,In Relationship,1,3
7040,20,Male,Undergraduate,Spain,3.9,WhatsApp,No,5.9,7,Single,3,5
7041,19,Female,Undergraduate,India,5.8,WhatsApp,Yes,5.2,5,In Relationship,4,9
7042,22,Male,Graduate,Turkey,5.4,Instagram,Yes,7.6,5,Single,4,8
7043,19,Male,Graduate,Germany,8.2,Facebook,Yes,4.1,4,In Relationship,4,9
7044,19,Male,Graduate,Canada,7.5,Instagram,Yes,4.1,4,In Relationship,5,9
7045,22,Male,Graduate,Poland,5.9,Instagram,No,5.5,6,Single,3,7
7046,22,Male,Graduate,Canada,7.1,WhatsApp,Yes,5.6,5,Single,5,9
7047,22,Female,Graduate,Germany,4.7,Instagram,Yes,6.8,7,Single,2,5
7048,20,Female,High School,France,4.8,WhatsApp,No,7.0,7,Single,2,5
7049,21,Male,Undergraduate,South Korea,7.1,Facebook,No,4.4,4,In Relationship,4,9
7050,19,Male,Graduate,Finland,4.5,WhatsApp,Yes,5.6,7,In Relationship,2,7
7051,22,Male,Graduate,USA,4.8,VKontakte,Yes,6.1,5,In Relationship,4,8
7052,21,Male,Graduate,Singapore,4.4,Instagram,No,6.8,8,Single,1,4
7053,21,Female,Graduate,USA,2.8,WeChat,Yes,8.0,7,In Relationship,2,5
7054,21,Female,Graduate,Australia,4.9,Instagram,No,7.3,5,In Relationship,3,7
7055,19,Female,Graduate,Oman,7.0,WhatsApp,Yes,5.9,5,Single,4,9
7056,20,Female,Graduate,Latvia,5.8,TikTok,Yes,5.5,6,In Relationship,4,8
7057,21,Female,Undergraduate,Ireland,4.1,TikTok,Yes,7.9,8,In Relationship,2,5
7058,20,Male,Graduate,Russia,2.3,Facebook,Yes,7.8,8,In Relationship,1,4
7059,20,Female,Graduate,Maldives,4.7,Facebook,Yes,6.6,6,In Relationship,3,6
7060,21,Male,Undergraduate,France,4.7,Instagram,Yes,7.2,6,Single,3,7
7061,19,Male,Undergraduate,Ireland,5.1,Instagram,Yes,6.3,5,Single,4,8
7062,22,Female,Graduate,New Zealand,5.9,WhatsApp,Yes,6.6,5,In Relationship,4,7
7063,20,Female,Undergraduate,Turkey,3.8,Facebook,Yes,7.7,7,In Relationship,2,5
7064,19,Female,Graduate,Morocco,5.3,Instagram,Yes,7.3,5,In Relationship,4,8
7065,20,Female,Graduate,Chile,4.4,Instagram,Yes,6.2,6,Single,3,7
7066,19,Female,Undergraduate,Maldives,4.9,Facebook,No,7.1,6,In Relationship,3,7
7067,21,Male,Undergraduate,Ireland,3.8,Facebook,Yes,8.1,7,Single,2,5
7068,20,Male,Undergraduate,Mexico,2.7,TikTok,Yes,8.7,7,In Relationship,2,4
7069,21,Female,Undergraduate,Canada,6.8,Instagram,Yes,4.9,5,Single,4,8
7070,22,Male,Graduate,Sri Lanka,5.0,Facebook,Yes,7.0,5,In Relationship,4,8
7071,19,Male,Graduate,Germany,6.5,WhatsApp,Yes,7.2,5,Single,4,7
7072,19,Female,Graduate,San Marino,5.4,WeChat,Yes,6.7,7,Single,2,5
7073,24,Female,Undergraduate,Switzerland,5.2,Instagram,Yes,6.9,6,Single,3,7
7074,21,Male,Graduate,Italy,4.6,Twitter,Yes,7.4,6,In Relationship,3,7
7075,21,Male,Undergraduate,Mexico,4.1,TikTok,No,7.2,7,In Relationship,1,4
7076,20,Female,Graduate,Taiwan,5.5,Instagram,Yes,6.8,4,Single,4,8
7077,19,Male,High School,Germany,5.2,Facebook,Yes,7.0,6,Single,3,7
7078,19,Female,Undergraduate,India,4.8,Instagram,Yes,6.2,6,Single,3,7
7079,22,Male,Undergraduate,Germany,4.4,KakaoTalk,Yes,7.0,6,Single,3,7
7080,20,Female,Undergraduate,Trinidad,4.7,Twitter,No,6.8,7,Single,2,6
7081,21,Male,Graduate,Germany,5.8,WhatsApp,Yes,7.0,6,Single,3,8
7082,22,Female,Graduate,USA,7.4,Snapchat,Yes,4.8,4,In Relationship,5,9
7083,22,Male,Undergraduate,Russia,4.3,Facebook,Yes,7.9,6,In Relationship,2,7
7084,18,Male,Graduate,Malaysia,3.2,TikTok,No,7.5,8,In Relationship,2,5
7085,22,Male,High School,Bangladesh,6.7,Instagram,Yes,5.9,5,Single,4,9
7086,22,Female,Undergraduate,Poland,5.9,Instagram,Yes,7.8,6,In Relationship,4,7
7087,20,Male,Graduate,Denmark,5.8,LINE,Yes,7.2,7,Single,2,5
7088,20,Male,Undergraduate,Netherlands,4.3,YouTube,Yes,8.4,8,Single,2,4
7089,21,Female,Graduate,Mexico,6.8,KakaoTalk,Yes,4.5,5,Single,4,9
7090,20,Male,Graduate,Finland,6.7,Instagram,Yes,5.3,6,Single,3,7
7091,20,Male,Undergraduate,Australia,6.8,Facebook,No,6.7,6,Single,3,7
7092,21,Female,Undergraduate,Mexico,7.8,WhatsApp,Yes,4.3,5,In Relationship,4,8
7093,19,Female,Undergraduate,Ireland,4.1,KakaoTalk,Yes,7.6,6,Single,3,5
7094,19,Male,Graduate,India,6.1,Instagram,Yes,5.9,5,In Relationship,4,8
7095,22,Female,Graduate,USA,5.9,Twitter,Yes,6.7,6,Single,4,7
7096,22,Female,Undergraduate,Italy,6.8,LINE,Yes,5.9,5,In Relationship,4,9
7097,21,Female,Undergraduate,Denmark,6.1,Instagram,No,7.1,5,Complicated,3,7
7098,20,Male,Undergraduate,Canada,2.4,WhatsApp,No,8.4,8,In Relationship,1,4
7099,22,Female,Undergraduate,Maldives,4.1,Instagram,Yes,8.6,6,In Relationship,3,7
7100,21,Female,Graduate,Turkey,3.8,WeChat,No,7.7,7,Single,2,5
7101,19,Male,Undergraduate,Italy,6.2,LinkedIn,Yes,5.1,5,Single,3,8
7102,20,Male,Graduate,Mexico,2.8,Facebook,No,8.9,8,In Relationship,1,4
7103,22,Male,Graduate,Canada,3.6,Instagram,No,7.3,7,Single,2,5
7104,22,Male,Graduate,Sri Lanka,3.6,Instagram,Yes,7.3,8,Single,2,5
7105,20,Male,Undergraduate,New Zealand,6.9,Instagram,Yes,5.5,5,Single,4,8
7106,21,Female,Graduate,Australia,3.9,TikTok,Yes,7.6,8,In Relationship,2,5
7107,19,Male,Graduate,Sri Lanka,4.9,TikTok,Yes,7.3,6,In Relationship,2,5
7108,21,Male,Graduate,Maldives,5.5,YouTube,Yes,7.7,6,In Relationship,2,7
7109,22,Female,Undergraduate,Switzerland,3.4,Instagram,No,8.2,8,Single,1,4
7110,21,Female,Undergraduate,Australia,4.6,Instagram,Yes,7.0,6,Single,3,7
7111,24,Female,Graduate,Jamaica,7.0,Instagram,No,5.6,6,In Relationship,3,8
7112,19,Female,Undergraduate,Panama,4.3,Instagram,Yes,6.8,6,Single,3,8
7113,21,Female,Undergraduate,Panama,4.6,WhatsApp,Yes,7.4,6,In Relationship,2,7
7114,21,Male,High School,Spain,5.8,Instagram,No,5.4,6,In Relationship,4,8
7115,20,Male,Undergraduate,Pakistan,4.0,Instagram,Yes,7.5,6,Single,2,5
7116,19,Male,Undergraduate,Russia,7.0,Instagram,Yes,5.4,4,Single,4,9
7117,22,Male,Undergraduate,Malaysia,5.3,WhatsApp,Yes,6.3,7,Complicated,3,5
7118,22,Female,Graduate,Italy,6.5,Facebook,No,5.8,6,Single,3,8
7119,22,Female,Graduate,Brazil,2.4,Instagram,Yes,8.1,8,Single,1,3
7120,18,Female,Graduate,UK,6.1,Instagram,Yes,6.6,6,Single,3,7
7121,22,Female,Undergraduate,USA,4.8,Twitter,Yes,6.5,5,In Relationship,4,8
7122,20,Male,Graduate,Mexico,4.7,KakaoTalk,Yes,6.8,7,Single,3,4
7123,19,Female,Graduate,Italy,6.2,Instagram,Yes,5.4,6,Single,2,8
7124,19,Male,Undergraduate,Australia,5.7,Facebook,Yes,6.7,6,Single,2,7
7125,22,Female,Graduate,Brazil,6.3,TikTok,Yes,6.0,5,Single,4,8
7126,21,Female,Undergraduate,Nepal,4.4,TikTok,Yes,6.2,8,Single,1,5
7127,19,Female,Graduate,China,4.8,Twitter,Yes,7.2,6,Single,3,7
7128,20,Female,Undergraduate,Sri Lanka,4.8,Instagram,Yes,8.0,6,In Relationship,3,7
7129,21,Female,Graduate,China,3.2,Instagram,Yes,8.3,8,Complicated,1,4
7130,22,Male,Undergraduate,Bosnia,4.8,TikTok,Yes,7.7,6,In Relationship,4,7
7131,19,Female,Graduate,Egypt,3.9,VKontakte,Yes,8.2,6,Single,3,7
7132,19,Male,Graduate,Brazil,6.2,Snapchat,Yes,5.4,6,Complicated,3,7
7133,20,Female,Undergraduate,Canada,2.8,TikTok,Yes,8.5,7,In Relationship,2,4
7134,21,Female,Undergraduate,Switzerland,3.6,Facebook,No,8.4,8,Single,2,4
7135,22,Male,Graduate,India,5.8,TikTok,Yes,6.0,6,Single,3,7
7136,19,Male,Graduate,Brazil,7.8,TikTok,Yes,5.2,5,Single,5,9
7137,20,Male,Graduate,Turkey,3.9,WhatsApp,No,6.7,8,Single,2,4
7138,22,Male,Undergraduate,Malaysia,5.5,Facebook,Yes,6.9,6,Single,4,7
7139,20,Female,Graduate,Australia,5.5,TikTok,Yes,6.2,6,In Relationship,3,7
7140,20,Female,Undergraduate,Mexico,3.4,Facebook,No,7.8,8,Complicated,2,4
7141,20,Male,Graduate,Mexico,6.2,Instagram,Yes,4.1,6,Complicated,3,8
7142,19,Female,Graduate,Spain,5.0,Instagram,Yes,7.2,5,In Relationship,3,7
7143,20,Male,Graduate,India,4.9,TikTok,Yes,6.6,5,In Relationship,4,7
7144,22,Male,Undergraduate,Ireland,2.3,LinkedIn,Yes,9.2,8,In Relationship,1,4
7145,21,Female,Undergraduate,Denmark,4.8,TikTok,Yes,7.4,7,Single,3,7
7146,21,Male,Undergraduate,Paraguay,3.9,TikTok,Yes,6.7,7,Single,2,5
7147,20,Male,Undergraduate,Australia,5.5,TikTok,Yes,6.1,5,Single,3,7
7148,19,Female,Undergraduate,Hungary,5.9,VKontakte,Yes,7.5,5,In Relationship,3,8
7149,22,Female,Undergraduate,Italy,7.0,Twitter,Yes,5.0,4,Single,4,9
7150,19,Female,Graduate,Egypt,5.6,Facebook,No,5.7,5,Single,4,8
7151,19,Male,Graduate,Denmark,5.5,YouTube,Yes,6.7,5,Single,4,8
7152,23,Female,Graduate,USA,5.3,Instagram,Yes,6.3,5,In Relationship,4,8
7153,21,Female,Undergraduate,Croatia,6.2,Instagram,Yes,6.3,5,Single,3,7
7154,22,Male,Undergraduate,Canada,5.5,Instagram,Yes,5.4,4,Single,4,9
7155,20,Male,Graduate,Russia,4.8,Facebook,Yes,6.1,5,In Relationship,3,8
7156,20,Female,Graduate,China,6.9,LINE,Yes,5.8,6,Single,3,7
7157,20,Female,Graduate,Mexico,5.3,TikTok,Yes,7.1,6,Complicated,3,7
7158,19,Male,Undergraduate,India,6.0,TikTok,Yes,5.8,5,In Relationship,4,8
7159,20,Male,Graduate,Switzerland,5.3,Twitter,No,6.7,5,Complicated,3,8
7160,19,Female,High School,Maldives,4.2,Instagram,No,8.1,7,In Relationship,2,5
7161,21,Female,Undergraduate,Spain,5.7,TikTok,No,6.4,5,In Relationship,4,8
7162,22,Male,Graduate,Turkey,5.7,LINE,Yes,5.5,4,In Relationship,4,9
7163,20,Female,Undergraduate,Switzerland,4.9,TikTok,Yes,5.9,6,Single,3,7
7164,21,Male,Graduate,Nepal,4.4,Facebook,Yes,7.3,6,Single,2,7
7165,21,Male,Undergraduate,China,4.1,WeChat,No,7.0,7,Single,2,5
7166,20,Female,Graduate,Spain,6.8,LinkedIn,Yes,5.8,5,Single,4,9
7167,22,Male,Undergraduate,Netherlands,4.8,WeChat,Yes,5.9,7,Single,2,7
7168,20,Female,Graduate,Australia,4.5,Twitter,Yes,7.4,6,Complicated,3,7
7169,19,Female,Graduate,Turkey,4.6,Facebook,No,5.8,6,Single,3,6
7170,20,Male,Undergraduate,UK,5.2,VKontakte,Yes,6.1,7,Single,2,6
7171,20,Female,Undergraduate,Ireland,3.7,Instagram,No,7.0,8,In Relationship,2,4
7172,22,Male,Undergraduate,Germany,6.3,WhatsApp,Yes,5.8,4,In Relationship,5,9
7173,19,Female,Graduate,Singapore,2.5,Instagram,Yes,9.4,8,In Relationship,2,4
7174,22,Male,High School,Canada,5.5,Twitter,Yes,7.8,6,Single,3,7
7175,21,Male,Undergraduate,India,5.3,Facebook,Yes,6.8,6,Single,3,6
7176,22,Male,Graduate,UAE,4.2,KakaoTalk,Yes,7.4,7,Single,2,5
7177,19,Male,Undergraduate,Germany,5.9,WhatsApp,No,4.4,6,Single,4,8
7178,20,Male,Undergraduate,Ireland,5.2,WhatsApp,Yes,7.4,7,Single,3,7
7179,21,Male,Graduate,Hungary,4.8,TikTok,Yes,6.5,6,In Relationship,3,7
7180,21,Female,Graduate,Netherlands,6.8,LINE,Yes,5.8,5,In Relationship,4,9
7181,20,Male,Undergraduate,India,4.7,WhatsApp,Yes,7.0,5,In Relationship,3,8
7182,20,Male,Undergraduate,Poland,4.8,TikTok,Yes,7.2,6,Single,3,7
7183,19,Female,Undergraduate,Spain,3.8,TikTok,Yes,7.9,6,In Relationship,3,7
7184,22,Female,Undergraduate,Mexico,6.9,TikTok,Yes,6.3,5,Complicated,4,8
7185,19,Male,Graduate,Canada,5.2,Facebook,Yes,8.5,7,Complicated,2,5
7186,19,Male,Undergraduate,Russia,4.0,Instagram,Yes,8.3,8,Single,2,5
7187,20,Male,Undergraduate,Netherlands,5.0,Twitter,No,7.5,7,Single,3,6
7188,21,Female,Graduate,Spain,4.3,LINE,Yes,6.0,7,Single,2,5
7189,22,Female,Undergraduate,UK,6.6,Instagram,No,5.2,4,Complicated,5,9
7190,22,Male,Undergraduate,China,6.8,Snapchat,No,5.8,5,Single,4,8
7191,22,Male,Undergraduate,Tajikistan,4.4,Facebook,Yes,6.2,6,In Relationship,2,7
7192,19,Male,High School,Russia,4.0,TikTok,No,7.4,7,In Relationship,1,4
7193,18,Male,Undergraduate,Turkey,5.3,Instagram,No,6.0,6,In Relationship,3,7
7194,23,Male,Undergraduate,Mexico,5.6,Instagram,Yes,6.0,7,In Relationship,3,7
7195,21,Female,Undergraduate,USA,4.8,TikTok,Yes,6.6,7,Single,3,7
7196,19,Male,Undergraduate,Indonesia,4.6,LinkedIn,Yes,8.1,6,Single,3,6
7197,19,Female,Graduate,Oman,3.9,WhatsApp,No,7.4,8,In Relationship,2,5
7198,21,Male,Graduate,New Zealand,6.0,Facebook,Yes,5.1,5,Single,4,8
7199,19,Female,Undergraduate,Ireland,7.1,Facebook,Yes,5.5,5,In Relationship,4,9
7200,20,Female,Undergraduate,Netherlands,6.1,Facebook,No,5.8,5,In Relationship,3,8
7201,20,Female,Undergraduate,Finland,3.3,TikTok,Yes,7.3,7,Single,2,5
7202,20,Female,Graduate,Turkey,4.5,TikTok,Yes,6.7,7,Single,2,6
7203,22,Male,Graduate,Bangladesh,4.8,LINE,Yes,6.9,7,Single,2,7
7204,19,Female,Graduate,Brazil,3.8,Instagram,Yes,8.0,7,Single,3,5
7205,21,Male,Graduate,Ireland,7.5,TikTok,Yes,4.5,4,Single,5,9
7206,21,Male,Undergraduate,Pakistan,7.3,TikTok,Yes,4.4,5,In Relationship,4,9
7207,20,Female,Undergraduate,Russia,6.0,TikTok,Yes,7.5,5,In Relationship,3,8
7208,21,Male,Undergraduate,Japan,7.2,Facebook,Yes,4.9,5,In Relationship,4,8
7209,23,Female,Graduate,India,4.7,Instagram,No,7.2,7,In Relationship,3,6
7210,21,Female,Graduate,India,3.3,Facebook,Yes,7.3,7,Single,2,5
7211,21,Male,Undergraduate,Japan,4.7,TikTok,Yes,7.2,6,Single,2,6
7212,21,Female,Graduate,Denmark,5.3,Instagram,Yes,6.6,6,Single,4,8
7213,20,Female,Undergraduate,India,4.6,LinkedIn,Yes,7.3,5,Single,4,7
7214,22,Male,Undergraduate,Azerbaijan,4.5,Facebook,Yes,7.4,7,In Relationship,3,6
7215,19,Female,Undergraduate,Malta,5.8,Facebook,Yes,5.9,6,Single,3,7
7216,19,Female,Graduate,Russia,4.2,Instagram,Yes,6.7,6,Single,2,5
7217,22,Female,Graduate,Pakistan,4.2,TikTok,Yes,7.9,8,Single,2,5
7218,22,Female,High School,Romania,6.8,Instagram,Yes,5.0,4,In Relationship,5,9
7219,21,Male,Graduate,Switzerland,7.2,Instagram,Yes,5.8,4,In Relationship,5,9
7220,19,Female,Undergraduate,Turkey,4.9,Twitter,Yes,7.5,6,Single,3,7
7221,19,Male,Undergraduate,Singapore,3.5,WeChat,Yes,8.5,7,In Relationship,2,5
7222,23,Female,Graduate,Germany,4.7,TikTok,Yes,5.3,6,Single,2,6
7223,22,Female,Undergraduate,UK,4.7,TikTok,No,6.9,7,In Relationship,2,4
7224,24,Male,Undergraduate,Denmark,7.2,Instagram,Yes,5.4,5,In Relationship,4,9
7225,23,Male,Graduate,France,4.9,Instagram,No,8.5,7,Complicated,2,5
7226,21,Female,Graduate,India,4.7,Instagram,No,7.1,6,Single,3,6
7227,20,Female,Graduate,Netherlands,4.4,Instagram,Yes,6.7,6,In Relationship,3,7
7228,18,Female,Graduate,Germany,3.4,Twitter,Yes,8.5,8,Complicated,2,5
7229,22,Female,Undergraduate,Nepal,4.5,Instagram,Yes,8.0,6,In Relationship,3,5
7230,20,Male,Graduate,India,3.1,Instagram,No,7.8,7,In Relationship,2,5
7231,20,Male,Undergraduate,USA,4.3,Instagram,Yes,7.9,6,Single,4,7
7232,19,Female,Graduate,France,5.7,VKontakte,Yes,6.1,6,Single,4,8
7233,21,Male,Undergraduate,Japan,7.5,TikTok,Yes,4.1,5,In Relationship,4,8
7234,21,Female,Undergraduate,India,3.0,TikTok,Yes,8.4,6,Single,3,5
7235,19,Female,Graduate,China,5.5,TikTok,Yes,5.5,6,Single,3,8
7236,22,Female,Undergraduate,India,6.1,TikTok,Yes,7.3,6,In Relationship,3,7
7237,20,Female,Undergraduate,Ireland,3.5,TikTok,Yes,7.9,7,Single,2,7
7238,19,Female,Undergraduate,India,4.8,Instagram,No,7.4,6,In Relationship,2,6
7239,22,Male,Undergraduate,Ireland,6.6,Instagram,Yes,5.8,4,Single,4,9
7240,22,Female,Undergraduate,India,5.8,Twitter,Yes,5.5,5,In Relationship,3,7
7241,19,Female,Undergraduate,India,6.7,TikTok,Yes,5.9,5,In Relationship,4,8
7242,19,Male,Graduate,Denmark,4.2,TikTok,No,8.1,7,Complicated,3,5
7243,19,Male,Undergraduate,Monaco,6.7,Instagram,No,5.4,5,Single,3,8
7244,24,Female,Undergraduate,Poland,8.1,Twitter,No,4.6,4,Single,4,9
7245,20,Male,Undergraduate,Germany,4.0,WhatsApp,No,7.9,7,Complicated,2,6
7246,19,Female,Undergraduate,France,7.0,TikTok,Yes,4.8,5,In Relationship,4,8
7247,20,Female,Graduate,Bangladesh,6.1,Instagram,Yes,5.3,5,Single,4,8
7248,22,Male,Undergraduate,Russia,3.4,Instagram,No,8.8,8,In Relationship,2,4
7249,19,Male,Graduate,Finland,3.3,TikTok,No,8.1,7,Single,2,4
7250,21,Male,Graduate,Spain,5.9,Instagram,Yes,6.2,7,Single,3,6
7251,22,Female,Undergraduate,Switzerland,5.1,Instagram,Yes,7.3,6,Single,3,7
7252,22,Male,Undergraduate,Turkey,3.5,Snapchat,No,8.7,7,Single,3,7
7253,19,Female,Graduate,Trinidad,4.6,Instagram,Yes,5.9,6,Single,3,8
7254,18,Male,Undergraduate,France,2.0,TikTok,No,8.9,8,Single,0,3
7255,21,Female,Graduate,China,3.1,Facebook,No,8.1,8,In Relationship,2,4
7256,19,Female,Graduate,Mexico,4.5,Facebook,Yes,7.5,7,In Relationship,2,6
7257,22,Male,Graduate,Australia,3.5,Instagram,Yes,7.8,6,In Relationship,2,5
7258,20,Male,Undergraduate,Ireland,4.5,Instagram,No,6.2,5,Single,3,7
7259,19,Female,Undergraduate,Switzerland,5.7,Instagram,Yes,7.4,6,Single,3,7
7260,19,Male,Undergraduate,Singapore,5.2,WhatsApp,Yes,6.2,6,Single,2,7
7261,19,Male,Undergraduate,Mexico,5.7,VKontakte,Yes,7.3,6,In Relationship,4,7
7262,19,Male,Undergraduate,Sweden,4.8,Instagram,Yes,7.4,7,Single,3,6
7263,20,Male,Undergraduate,Taiwan,4.6,Facebook,No,6.5,6,In Relationship,3,6
7264,22,Female,Undergraduate,Germany,4.9,VKontakte,No,7.1,7,Single,2,6
7265,19,Male,Graduate,Liechtenstein,4.4,Instagram,No,7.2,7,Single,2,5
7266,22,Male,Graduate,India,4.1,Instagram,No,8.2,8,Single,3,5
7267,19,Female,Undergraduate,USA,6.2,WhatsApp,No,5.7,5,Single,4,8
7268,19,Female,Undergraduate,UK,4.4,Facebook,Yes,7.4,6,In Relationship,3,7
7269,22,Male,Undergraduate,Maldives,5.4,WhatsApp,Yes,7.0,7,In Relationship,3,7
7270,21,Female,Graduate,Maldives,2.4,WhatsApp,No,8.4,8,In Relationship,1,3
